Time,Bus01,Bus02,Bus03,Bus04,Bus05,Bus06,Bus07,Bus08,Bus09,Bus10,Bus11,Bus12,Bus13,Bus14,Bus15,Bus16,Bus17,Bus18,Bus19,Bus20
-0.1,1.047356,1.048736,1.030173,1.003863,1.005311,1.007672,0.997001,0.99602,1.028226,1.017151,1.012694,1.000151,1.014307,1.011733,1.015384,1.031774,1.033555,1.030931,1.049861,0.991177
-0.09,1.047356,1.048736,1.030173,1.003863,1.005311,1.007672,0.997001,0.99602,1.028226,1.017151,1.012694,1.000151,1.014307,1.011733,1.015384,1.031774,1.033555,1.030931,1.049861,0.991177
-0.08,1.047356,1.048736,1.030173,1.003863,1.005311,1.007672,0.997001,0.99602,1.028226,1.017151,1.012694,1.000151,1.014307,1.011733,1.015384,1.031774,1.033555,1.030931,1.049861,0.991177
-0.07,1.047356,1.048736,1.030173,1.003863,1.005311,1.007672,0.997001,0.99602,1.028226,1.017151,1.012694,1.000151,1.014307,1.011733,1.015384,1.031774,1.033555,1.030931,1.049861,0.991177
-0.06,1.047356,1.048736,1.030173,1.003863,1.005311,1.007672,0.997001,0.99602,1.028226,1.017151,1.012694,1.000151,1.014307,1.011733,1.015384,1.031774,1.033555,1.030931,1.049861,0.991177
-0.05,1.047356,1.048736,1.030173,1.003863,1.005311,1.007672,0.997001,0.99602,1.028226,1.017151,1.012694,1.000151,1.014307,1.011733,1.015384,1.031774,1.033555,1.030931,1.049861,0.991177
-0.04,1.047356,1.048736,1.030173,1.003863,1.005311,1.007672,0.997001,0.99602,1.028226,1.017151,1.012694,1.000151,1.014307,1.011733,1.015384,1.031774,1.033555,1.030931,1.049861,0.991177
-0.03,1.047356,1.048736,1.030173,1.003863,1.005311,1.007672,0.997001,0.99602,1.028226,1.017151,1.012694,1.000151,1.014307,1.011733,1.015384,1.031774,1.033555,1.030931,1.049861,0.991177
-0.02,1.047356,1.048736,1.030173,1.003863,1.005311,1.007672,0.997001,0.99602,1.028226,1.017151,1.012694,1.000151,1.014307,1.011733,1.015384,1.031774,1.033555,1.030931,1.049861,0.991177
-0.01,1.047356,1.048736,1.030173,1.003863,1.005311,1.007672,0.997001,0.99602,1.028226,1.017151,1.012694,1.000151,1.014307,1.011733,1.015384,1.031774,1.033555,1.030931,1.049861,0.991177
0,1.047356,1.048736,1.030173,1.003863,1.005311,1.007672,0.997001,0.99602,1.028226,1.017151,1.012694,1.000151,1.014307,1.011733,1.015384,1.031774,1.033555,1.030931,1.049861,0.991177
0.005,0.876873,0.678919,0.480402,0.460337,0.534524,0.544785,0.548803,0.557814,0.816877,0.526612,0.529437,0.487193,0.49155,0.411796,0.163546,0.06539,0.23582,0.327158,0.401037,0.474631
0.011667,0.873267,0.674281,0.477551,0.457672,0.530136,0.539772,0.545215,0.554617,0.814367,0.521468,0.524468,0.48415,0.487064,0.408474,0.1615,0.063228,0.233615,0.324865,0.378474,0.454464
0.021667,0.869009,0.669271,0.475248,0.456621,0.527528,0.536517,0.543614,0.553392,0.812287,0.517616,0.520982,0.48307,0.483924,0.406458,0.160073,0.061244,0.231787,0.323057,0.359186,0.435965
0.031667,0.866078,0.666392,0.474942,0.458397,0.52873,0.537355,0.545613,0.555566,0.811929,0.517551,0.521354,0.485326,0.484284,0.40731,0.160185,0.060376,0.231397,0.322862,0.351205,0.427096
0.041667,0.863981,0.664737,0.475591,0.461364,0.531591,0.54,0.54912,0.559146,0.812405,0.519279,0.523501,0.489005,0.486263,0.409426,0.16092,0.059976,0.231644,0.323396,0.347403,0.422294
0.051667,0.86245,0.663838,0.476723,0.464817,0.535187,0.543473,0.55325,0.563292,0.813308,0.521888,0.526492,0.493268,0.489016,0.412108,0.161923,0.059813,0.232199,0.324283,0.345703,0.419725
0.061667,0.86121,0.663238,0.477885,0.468099,0.538667,0.546869,0.557177,0.567214,0.814259,0.524547,0.529476,0.497336,0.491765,0.41471,0.162873,0.059703,0.232768,0.325171,0.344669,0.418106
0.071667,0.860163,0.662798,0.478983,0.47111,0.541902,0.550048,0.560789,0.570807,0.815173,0.527086,0.532296,0.501084,0.49436,0.417123,0.163725,0.059616,0.233291,0.325989,0.344112,0.417157
0.081667,0.859215,0.66238,0.47991,0.473728,0.544734,0.552839,0.563938,0.573934,0.81596,0.529325,0.534774,0.504366,0.496636,0.419216,0.164418,0.059516,0.233704,0.32666,0.343806,0.41661
0.091667,0.858297,0.661896,0.480608,0.475898,0.547086,0.555161,0.56656,0.576534,0.816567,0.531168,0.536823,0.507115,0.498511,0.42093,0.164926,0.059382,0.23397,0.327139,0.34363,0.416309
0.101667,0.85736,0.661288,0.481044,0.4776,0.548931,0.55698,0.568633,0.578586,0.816964,0.532572,0.538402,0.50931,0.499946,0.422236,0.165235,0.059202,0.234068,0.327404,0.3435,0.416147
0.111667,0.856369,0.660519,0.481204,0.478836,0.550266,0.558292,0.570161,0.580097,0.817137,0.533522,0.539502,0.510954,0.500932,0.423132,0.165343,0.058969,0.233989,0.327444,0.343387,0.416072
0.121667,0.855297,0.659564,0.481081,0.479619,0.551102,0.559105,0.57116,0.581083,0.817077,0.534019,0.540126,0.512063,0.501472,0.423624,0.165251,0.058679,0.233728,0.327254,0.343269,0.416046
0.131667,0.854124,0.658409,0.480677,0.479965,0.551456,0.559436,0.57165,0.581563,0.816783,0.534071,0.540288,0.512661,0.501577,0.423724,0.164964,0.05833,0.233283,0.326833,0.343127,0.416044
0.141667,0.852834,0.657043,0.479992,0.47989,0.551345,0.559301,0.571652,0.581559,0.816251,0.533692,0.540001,0.512769,0.50126,0.423445,0.164485,0.057918,0.232653,0.326184,0.342952,0.416047
0.151667,0.851415,0.655458,0.479031,0.479414,0.550789,0.558718,0.571186,0.581091,0.815484,0.532895,0.539281,0.512412,0.500536,0.4228,0.163819,0.057442,0.231838,0.325308,0.342737,0.416047
0.161667,0.849856,0.653649,0.477797,0.478551,0.549804,0.557704,0.570272,0.580177,0.814482,0.531694,0.538143,0.51161,0.499418,0.421803,0.162969,0.056899,0.230839,0.324207,0.342477,0.416033
0.171667,0.848148,0.651611,0.476294,0.477316,0.548403,0.556272,0.568926,0.578834,0.813244,0.530101,0.5366,0.510381,0.497919,0.420465,0.161939,0.056287,0.229656,0.322883,0.342167,0.416002
0.18,0.846583,0.649718,0.474819,0.475986,0.546902,0.554743,0.567455,0.577367,0.812008,0.528455,0.534987,0.509016,0.496362,0.419074,0.160931,0.055717,0.228516,0.321595,0.341834,0.415914
0.185,0.959332,0.929906,0.903623,0.895072,0.902774,0.905137,0.900125,0.900036,0.950962,0.910116,0.907456,0.903641,0.904763,0.892757,0.868084,0.86353,0.882957,0.88851,0.854211,0.812229
0.191667,0.965853,0.944245,0.921804,0.912814,0.919185,0.921582,0.915599,0.915072,0.958674,0.927281,0.924382,0.920706,0.922494,0.91197,0.892235,0.889856,0.906214,0.909956,0.887483,0.840232
0.201667,0.972603,0.959367,0.940456,0.930722,0.935823,0.938327,0.931136,0.930114,0.966463,0.944936,0.941708,0.937932,0.940643,0.931498,0.916967,0.917283,0.930154,0.931923,0.923225,0.87123
0.211667,0.975812,0.967034,0.949107,0.938457,0.943084,0.945738,0.937669,0.936357,0.969847,0.952992,0.949495,0.945273,0.948816,0.94014,0.92815,0.930333,0.941277,0.942026,0.941937,0.888621
0.221667,0.976594,0.969787,0.951325,0.939604,0.944194,0.947011,0.938291,0.936825,0.970269,0.954715,0.950997,0.946138,0.950451,0.94175,0.93075,0.934293,0.944278,0.944588,0.950279,0.897363
0.231667,0.975635,0.969158,0.949213,0.936305,0.941111,0.944089,0.934884,0.933358,0.968618,0.952096,0.948196,0.942596,0.94763,0.938624,0.927671,0.932247,0.941891,0.942133,0.951969,0.900335
0.241667,0.973373,0.966102,0.94405,0.929876,0.935053,0.938187,0.92862,0.9271,0.96546,0.94638,0.942331,0.935938,0.941644,0.932164,0.920633,0.926011,0.935735,0.936164,0.949053,0.8992
0.251667,0.970121,0.961271,0.936697,0.921209,0.926855,0.930135,0.920304,0.91884,0.96119,0.938423,0.934254,0.92705,0.933378,0.923318,0.910787,0.916792,0.926895,0.92769,0.942847,0.895069
0.261667,0.9661,0.955116,0.927737,0.910914,0.917087,0.920505,0.910487,0.909114,0.956087,0.928816,0.924548,0.916536,0.923437,0.91273,0.898893,0.905383,0.916086,0.917383,0.934177,0.888667
0.271667,0.961482,0.947979,0.917615,0.899451,0.906183,0.909728,0.899588,0.898333,0.950362,0.918008,0.91366,0.904861,0.912285,0.900892,0.885539,0.892395,0.903862,0.905759,0.923687,0.880565
0.281667,0.956404,0.940123,0.90667,0.887175,0.894475,0.898138,0.887926,0.88681,0.944183,0.906344,0.901932,0.892378,0.900273,0.888177,0.871162,0.878284,0.890638,0.893206,0.911847,0.871186
0.291667,0.950972,0.93175,0.895159,0.874351,0.882214,0.885984,0.875745,0.874782,0.937676,0.894086,0.889622,0.879354,0.887671,0.874869,0.856101,0.863402,0.876733,0.880024,0.899026,0.860867
0.301667,0.945317,0.923068,0.883345,0.861259,0.869668,0.873533,0.863304,0.862505,0.930991,0.881507,0.877002,0.866071,0.874758,0.861258,0.840685,0.848088,0.862459,0.866507,0.885561,0.849907
0.311667,0.939361,0.914069,0.87124,0.84789,0.856808,0.86076,0.850561,0.849929,0.924062,0.868602,0.86406,0.852515,0.861531,0.847356,0.824986,0.832445,0.847887,0.852703,0.871624,0.838481
0.321667,0.933313,0.905005,0.859148,0.834577,0.843967,0.847995,0.837851,0.837391,0.917107,0.855698,0.851126,0.839024,0.848322,0.8335,0.809356,0.816816,0.833348,0.838935,0.857526,0.826852
0.331667,0.927165,0.895922,0.847138,0.821385,0.831197,0.83529,0.825217,0.824927,0.910129,0.84286,0.838259,0.82566,0.835199,0.819768,0.793913,0.80134,0.818953,0.8253,0.843443,0.815183
0.341667,0.920954,0.886915,0.835343,0.808449,0.818622,0.822771,0.812773,0.812647,0.903175,0.830227,0.825594,0.812561,0.822305,0.806313,0.778873,0.786246,0.804895,0.811963,0.829621,0.803695
0.351667,0.914705,0.878062,0.823871,0.795881,0.806344,0.81054,0.800613,0.800642,0.896277,0.817913,0.813243,0.799842,0.809757,0.793261,0.764409,0.771728,0.791331,0.799064,0.816285,0.792594
0.361667,0.908447,0.869461,0.812867,0.783854,0.794523,0.798759,0.78889,0.789055,0.889481,0.806091,0.801374,0.787682,0.797731,0.78079,0.750719,0.757994,0.778445,0.786771,0.803666,0.782094
0.371667,0.902204,0.861187,0.802438,0.772488,0.783281,0.787551,0.77772,0.778,0.882823,0.794888,0.790116,0.776216,0.786355,0.769032,0.737947,0.745195,0.766373,0.77521,0.791926,0.772341
0.381667,0.895987,0.853274,0.792626,0.761822,0.772652,0.776951,0.767134,0.767503,0.876312,0.784347,0.779507,0.765477,0.775671,0.75803,0.726152,0.733403,0.755176,0.764435,0.781154,0.763412
0.391667,0.889801,0.845747,0.78346,0.751875,0.762656,0.76698,0.757145,0.757577,0.869954,0.774493,0.769571,0.755485,0.765705,0.74781,0.71537,0.722665,0.7449,0.754484,0.771413,0.755364
0.401667,0.88365,0.838609,0.774938,0.742636,0.753283,0.75763,0.747742,0.748211,0.863746,0.76532,0.760301,0.746224,0.756449,0.738363,0.705594,0.712981,0.735542,0.745354,0.762714,0.748206
0.411667,0.877532,0.831851,0.767041,0.734079,0.74451,0.748878,0.738901,0.73938,0.857681,0.756803,0.751672,0.737664,0.747878,0.729662,0.69679,0.704322,0.727078,0.737023,0.755038,0.741925
0.421667,0.871445,0.825458,0.759738,0.726165,0.736304,0.740691,0.730588,0.731051,0.851749,0.748911,0.743653,0.729763,0.739957,0.721669,0.688913,0.696644,0.719468,0.729454,0.748346,0.736486
0.431667,0.865384,0.819408,0.752996,0.718851,0.728625,0.733031,0.722765,0.723186,0.845938,0.741603,0.736201,0.722475,0.732643,0.714338,0.681906,0.689892,0.712665,0.722604,0.742588,0.731847
0.441667,0.859346,0.813679,0.746775,0.712092,0.721433,0.725859,0.715392,0.715748,0.840236,0.734835,0.729277,0.715752,0.725893,0.707623,0.67571,0.684006,0.706618,0.716427,0.737705,0.727957
0.451667,0.853327,0.808248,0.741038,0.705843,0.714687,0.719133,0.708429,0.708698,0.834631,0.728565,0.722835,0.709544,0.719661,0.701474,0.670265,0.678923,0.701272,0.710875,0.733635,0.724763
0.461667,0.847322,0.80309,0.735745,0.700059,0.708348,0.712813,0.701837,0.701999,0.829112,0.72275,0.716835,0.703805,0.713903,0.695845,0.66551,0.674583,0.696574,0.705899,0.730314,0.722209
0.471667,0.84133,0.798184,0.730862,0.694698,0.702378,0.706864,0.695582,0.695616,0.823668,0.71735,0.711237,0.698491,0.708578,0.690692,0.661391,0.670925,0.692473,0.701455,0.727681,0.720244
0.481667,0.835347,0.793509,0.726354,0.689724,0.696743,0.701249,0.689631,0.68952,0.818291,0.712327,0.706005,0.693562,0.703646,0.685973,0.657853,0.667894,0.688922,0.697501,0.725679,0.718817
0.491667,0.829374,0.789046,0.722192,0.685103,0.691412,0.695941,0.683955,0.683682,0.812974,0.707649,0.701106,0.688981,0.699074,0.681653,0.654849,0.665439,0.685877,0.693997,0.724253,0.717883
0.501667,0.823409,0.784779,0.718349,0.680804,0.68636,0.690911,0.67853,0.678079,0.807709,0.703284,0.696511,0.684718,0.694831,0.677698,0.652336,0.663514,0.683299,0.69091,0.723354,0.717399
0.511667,0.817454,0.780695,0.714802,0.676802,0.681563,0.686136,0.673333,0.67269,0.802493,0.699207,0.692194,0.680744,0.690889,0.674079,0.650277,0.662077,0.681152,0.68821,0.722938,0.717328
0.521667,0.81151,0.776781,0.711531,0.673073,0.677,0.681596,0.668347,0.667498,0.797322,0.695396,0.688134,0.677036,0.687225,0.670772,0.648636,0.661091,0.679406,0.685868,0.722965,0.717636
0.531667,0.805581,0.773029,0.708516,0.669599,0.672655,0.677273,0.663555,0.662489,0.792194,0.691829,0.684311,0.673573,0.683819,0.667754,0.647384,0.660522,0.678031,0.68386,0.723398,0.718293
0.541667,0.79967,0.769429,0.705744,0.666363,0.668514,0.673154,0.658945,0.657651,0.787106,0.68849,0.680709,0.670336,0.680652,0.665007,0.646493,0.660341,0.677004,0.682167,0.724206,0.719271
0.551667,0.793781,0.765976,0.703201,0.663351,0.664564,0.669226,0.654506,0.652973,0.782059,0.685364,0.677313,0.667311,0.677709,0.662513,0.64594,0.660521,0.676302,0.680768,0.725359,0.720548
0.561667,0.787918,0.762664,0.700876,0.660549,0.660794,0.665478,0.650229,0.648447,0.777053,0.682437,0.674112,0.664484,0.674976,0.660258,0.645703,0.661037,0.675905,0.679647,0.726833,0.722102
0.571667,0.782088,0.759489,0.698759,0.657949,0.657197,0.661901,0.646108,0.644068,0.772088,0.679699,0.671095,0.661844,0.672443,0.658229,0.645764,0.661869,0.675796,0.678789,0.728603,0.723914
0.581667,0.776297,0.756449,0.696841,0.65554,0.653765,0.658488,0.642135,0.63983,0.767168,0.677139,0.668252,0.659381,0.670098,0.656415,0.646105,0.662997,0.675958,0.678182,0.73065,0.725969
0.591667,0.7706,0.75359,0.695168,0.653374,0.650554,0.655293,0.638371,0.635795,0.762336,0.674805,0.665635,0.657146,0.667989,0.654864,0.646764,0.664454,0.676428,0.677864,0.732996,0.728284
0.601667,0.764907,0.750816,0.693629,0.651327,0.647437,0.652193,0.634686,0.631831,0.757513,0.672579,0.663121,0.655014,0.665997,0.653453,0.647618,0.666119,0.67709,0.677722,0.735539,0.730778
0.611667,0.759274,0.748172,0.692269,0.649451,0.644468,0.649239,0.631137,0.627997,0.75274,0.670507,0.66076,0.653035,0.664168,0.652229,0.648707,0.66803,0.677981,0.677796,0.738305,0.733473
0.621667,0.753707,0.745659,0.691083,0.647738,0.641643,0.646426,0.627722,0.624293,0.748022,0.668583,0.658546,0.651203,0.662495,0.651183,0.650018,0.67017,0.679089,0.678075,0.74128,0.736358
0.631667,0.748215,0.743274,0.690064,0.646184,0.638959,0.643753,0.624439,0.620717,0.743363,0.666799,0.656473,0.649512,0.660971,0.650309,0.651538,0.672525,0.680402,0.678551,0.74445,0.739421
0.641667,0.742806,0.74102,0.689209,0.644783,0.636412,0.641214,0.621285,0.617268,0.738767,0.665151,0.654536,0.647956,0.659591,0.649599,0.653255,0.675082,0.68191,0.679214,0.747802,0.742652
0.651667,0.737489,0.738895,0.688512,0.643531,0.634,0.638807,0.618261,0.613945,0.734238,0.663633,0.65273,0.64653,0.658348,0.649046,0.655157,0.677827,0.6836,0.680055,0.751322,0.746042
0.661667,0.732272,0.736901,0.687969,0.642423,0.63172,0.636528,0.615364,0.610748,0.729783,0.662239,0.651051,0.645228,0.657237,0.648643,0.657232,0.680747,0.685463,0.681066,0.754999,0.749582
0.671667,0.727164,0.735037,0.687574,0.641454,0.629568,0.634375,0.612592,0.607676,0.725405,0.660964,0.649494,0.644045,0.656251,0.648383,0.65947,0.683829,0.687487,0.682237,0.758821,0.753261
0.681667,0.722175,0.733304,0.687324,0.640619,0.627541,0.632344,0.609946,0.604729,0.72111,0.659801,0.648053,0.642976,0.655384,0.64826,0.661858,0.687062,0.689662,0.683561,0.762776,0.757071
0.691667,0.717314,0.731701,0.687214,0.639913,0.625637,0.630432,0.607422,0.601907,0.716904,0.658745,0.646725,0.642015,0.65463,0.648264,0.664384,0.690431,0.691977,0.685028,0.766853,0.761004
0.701667,0.712589,0.73023,0.687237,0.63933,0.623852,0.628635,0.60502,0.599209,0.712793,0.657791,0.645503,0.641157,0.653984,0.648391,0.667039,0.693926,0.694421,0.68663,0.77104,0.765049
0.711667,0.70801,0.72889,0.68739,0.638866,0.622183,0.62695,0.602739,0.596635,0.708783,0.656933,0.644382,0.640396,0.653438,0.648632,0.66981,0.697534,0.696985,0.688358,0.775328,0.769198
0.721667,0.703586,0.72768,0.687668,0.638516,0.620628,0.625373,0.600577,0.594184,0.70488,0.656164,0.643359,0.639727,0.652986,0.648979,0.672686,0.701243,0.699658,0.690203,0.779704,0.773442
0.731667,0.699176,0.72648,0.687943,0.638153,0.619057,0.623781,0.598398,0.591718,0.700975,0.655375,0.642316,0.639036,0.652515,0.649311,0.675542,0.70493,0.702317,0.692039,0.784068,0.777685
0.741667,0.695351,0.725741,0.688666,0.638237,0.617954,0.622642,0.596724,0.589776,0.697514,0.654969,0.641683,0.638742,0.652437,0.650061,0.67879,0.708989,0.705369,0.694295,0.788737,0.782224
0.751667,0.691296,0.724801,0.689168,0.638078,0.616597,0.621254,0.594781,0.587558,0.693857,0.654335,0.640813,0.638211,0.652129,0.650575,0.681806,0.712825,0.7082,0.696328,0.793229,0.786612
0.761667,0.687848,0.724315,0.690091,0.638337,0.615684,0.620295,0.593322,0.585849,0.690657,0.654053,0.640322,0.638046,0.652181,0.651472,0.68517,0.716986,0.711384,0.698743,0.797985,0.791258
0.771667,0.684186,0.723635,0.6908,0.638361,0.614527,0.619096,0.591607,0.583876,0.687276,0.65355,0.639604,0.637651,0.652009,0.652138,0.688305,0.720928,0.714349,0.70094,0.802565,0.795755
0.781667,0.681148,0.723397,0.691902,0.638771,0.613785,0.618298,0.590354,0.582393,0.68436,0.653366,0.639233,0.637591,0.652164,0.653149,0.691741,0.725147,0.717626,0.703482,0.807364,0.800468
0.791667,0.677916,0.722974,0.692797,0.638955,0.612812,0.617271,0.588858,0.580663,0.681283,0.652968,0.638642,0.637309,0.652101,0.653937,0.694953,0.729151,0.72069,0.705812,0.811991,0.805031
0.801667,0.675205,0.722897,0.693986,0.639428,0.612158,0.61655,0.587724,0.579319,0.678592,0.652804,0.638311,0.637274,0.652277,0.654975,0.698366,0.733334,0.723965,0.708386,0.816748,0.809724
0.811667,0.672682,0.722912,0.69522,0.63993,0.611549,0.615871,0.586654,0.578052,0.676037,0.652647,0.637998,0.637247,0.65246,0.656021,0.701759,0.73749,0.727235,0.710972,0.821476,0.814397
0.821667,0.670399,0.723045,0.696519,0.64048,0.611005,0.615249,0.585673,0.576887,0.673651,0.652509,0.637716,0.637243,0.652662,0.65709,0.705143,0.741628,0.730511,0.713587,0.826177,0.819053
0.831667,0.668367,0.723301,0.697887,0.641083,0.610533,0.614693,0.58479,0.575836,0.671445,0.652393,0.637471,0.637266,0.652887,0.658184,0.708518,0.745748,0.733794,0.716232,0.830849,0.823686
0.841667,0.666591,0.723681,0.699318,0.641731,0.610128,0.614198,0.584,0.574896,0.669424,0.652294,0.637258,0.637311,0.653128,0.659295,0.711874,0.74984,0.737075,0.718898,0.835481,0.828288
0.851667,0.66508,0.724184,0.700812,0.642425,0.60979,0.613762,0.583306,0.574068,0.667596,0.65221,0.637074,0.637375,0.653384,0.660422,0.715206,0.753898,0.740352,0.721584,0.840068,0.83285
0.861667,0.663839,0.724814,0.702367,0.643162,0.609518,0.613385,0.582707,0.573353,0.665965,0.652138,0.636918,0.637456,0.653651,0.66156,0.71851,0.757919,0.74362,0.724286,0.844604,0.837365
0.871667,0.662876,0.725573,0.703983,0.643941,0.609312,0.613067,0.582206,0.572755,0.664537,0.652077,0.636789,0.637555,0.653929,0.662709,0.721783,0.761898,0.746877,0.727003,0.849083,0.841827
0.881667,0.662337,0.726558,0.705734,0.64483,0.60925,0.612882,0.58189,0.572368,0.663423,0.652082,0.636748,0.637728,0.654273,0.663923,0.725064,0.765868,0.75017,0.729791,0.853518,0.846242
0.891667,0.661926,0.727571,0.70746,0.645679,0.609164,0.61267,0.58157,0.571989,0.662404,0.652031,0.63666,0.637846,0.654558,0.665076,0.728255,0.769744,0.75339,0.732523,0.85786,0.850568
0.901667,0.661819,0.728731,0.70926,0.646581,0.609159,0.612532,0.581366,0.571745,0.661612,0.652001,0.636611,0.637992,0.654863,0.666246,0.731417,0.77358,0.756605,0.735278,0.862141,0.85483
0.911667,0.662025,0.730047,0.711138,0.647543,0.609241,0.612473,0.581283,0.571644,0.661055,0.651997,0.636605,0.638171,0.655192,0.667439,0.734552,0.777378,0.759818,0.738059,0.86636,0.859027
0.921667,0.662549,0.731524,0.7131,0.648569,0.609418,0.612501,0.581329,0.571692,0.66074,0.652026,0.63665,0.638389,0.655553,0.66866,0.737665,0.78114,0.763033,0.740871,0.870518,0.863157
0.931667,0.663397,0.73317,0.715152,0.649665,0.609695,0.612622,0.581513,0.571899,0.660672,0.652093,0.636752,0.638653,0.65595,0.669913,0.740758,0.78487,0.766256,0.74372,0.874617,0.867221
0.941667,0.664575,0.734995,0.717302,0.65084,0.610081,0.612844,0.581841,0.572272,0.660859,0.652207,0.636919,0.638971,0.656392,0.671208,0.743839,0.788572,0.769492,0.746611,0.878659,0.87122
0.951667,0.666089,0.737006,0.719558,0.652103,0.610587,0.613179,0.582325,0.572821,0.661304,0.652378,0.63716,0.639351,0.656888,0.672552,0.746914,0.792254,0.77275,0.749555,0.88265,0.875155
0.961667,0.667943,0.739215,0.721931,0.653465,0.611223,0.613636,0.582975,0.573558,0.662015,0.652616,0.637487,0.639807,0.657449,0.673956,0.749993,0.795924,0.776039,0.75256,0.886595,0.879031
0.971667,0.670142,0.741632,0.724432,0.654936,0.612001,0.614229,0.583804,0.574493,0.662997,0.652934,0.637912,0.640349,0.658088,0.675432,0.753086,0.799592,0.77937,0.755637,0.8905,0.882854
0.981667,0.672691,0.74427,0.727073,0.65653,0.612936,0.614971,0.584825,0.575641,0.664254,0.653345,0.63845,0.640992,0.658817,0.676993,0.756204,0.803267,0.782755,0.758798,0.894376,0.886629
0.991667,0.675595,0.747139,0.729866,0.658262,0.614042,0.615877,0.586051,0.577013,0.665794,0.653865,0.639115,0.64175,0.659653,0.678653,0.759359,0.806962,0.786207,0.762057,0.898229,0.890362
1.001667,0.678857,0.750253,0.732826,0.660146,0.615334,0.616964,0.587499,0.578626,0.667621,0.654512,0.639924,0.642641,0.660612,0.680429,0.762567,0.810689,0.789738,0.765426,0.902071,0.894064
1.011667,0.682482,0.753626,0.735968,0.6622,0.61683,0.618249,0.589184,0.580496,0.669741,0.655302,0.640895,0.643683,0.661711,0.682337,0.765841,0.814462,0.793364,0.76892,0.905912,0.897741
1.021667,0.686472,0.75727,0.739307,0.66444,0.618549,0.619751,0.591124,0.582637,0.672158,0.656255,0.642048,0.644894,0.662971,0.684395,0.769199,0.818295,0.797099,0.772556,0.909765,0.901405
1.031667,0.690832,0.761199,0.742859,0.666887,0.620511,0.62149,0.593339,0.585069,0.674879,0.657394,0.643403,0.646297,0.664412,0.686624,0.772656,0.822205,0.800962,0.77635,0.913644,0.905067
1.041667,0.695565,0.765429,0.746642,0.66956,0.622736,0.623489,0.595847,0.58781,0.677908,0.65874,0.644984,0.647912,0.666056,0.689045,0.776233,0.826209,0.804969,0.780319,0.917561,0.908738
1.051667,0.700671,0.769972,0.750672,0.672481,0.625246,0.625769,0.598669,0.590879,0.681251,0.660318,0.646813,0.649764,0.667927,0.691679,0.779947,0.830322,0.809138,0.784482,0.92153,0.91243
1.061667,0.706155,0.774843,0.754968,0.67567,0.628063,0.628353,0.601826,0.594296,0.684913,0.662152,0.648914,0.651877,0.670049,0.69455,0.783818,0.834564,0.813488,0.788855,0.925568,0.916156
1.071667,0.712017,0.780056,0.759547,0.679149,0.631213,0.631267,0.60534,0.59808,0.6889,0.664268,0.651315,0.654276,0.672448,0.69768,0.787867,0.838951,0.818036,0.793458,0.929687,0.919928
1.081667,0.718259,0.785623,0.764427,0.682942,0.634717,0.634535,0.609233,0.602254,0.693218,0.666693,0.65404,0.656987,0.675149,0.701093,0.792113,0.843502,0.822801,0.798309,0.933904,0.92376
1.091667,0.724881,0.791556,0.769625,0.687072,0.638602,0.638183,0.613528,0.606837,0.697871,0.669455,0.657116,0.660037,0.678179,0.704815,0.796576,0.848235,0.827801,0.803426,0.938232,0.927663
1.101667,0.731884,0.797867,0.775156,0.691559,0.642889,0.642234,0.618245,0.611849,0.702866,0.67258,0.66057,0.663452,0.681565,0.708868,0.801276,0.853166,0.833052,0.808823,0.942685,0.931649
1.111667,0.739267,0.804563,0.781035,0.696424,0.647602,0.646714,0.623407,0.617311,0.708208,0.676094,0.664427,0.667256,0.685329,0.713273,0.806228,0.858308,0.838568,0.814516,0.947274,0.935729
1.121667,0.747028,0.811652,0.787276,0.701688,0.652764,0.651645,0.629033,0.62324,0.713903,0.680023,0.668712,0.671475,0.689499,0.718053,0.811449,0.863677,0.844363,0.82052,0.952012,0.939911
1.131667,0.755164,0.819142,0.793891,0.707372,0.658399,0.657052,0.635145,0.629657,0.719956,0.684396,0.673453,0.676136,0.6941,0.723231,0.816956,0.869288,0.850452,0.826847,0.95691,0.944208
1.141667,0.763671,0.827037,0.800893,0.713496,0.664528,0.662961,0.641764,0.636581,0.726371,0.689238,0.678674,0.681264,0.699157,0.72883,0.822767,0.875154,0.856848,0.833511,0.961979,0.948629
1.151667,0.772545,0.835337,0.808289,0.720076,0.671171,0.669391,0.648908,0.644027,0.733154,0.694574,0.6844,0.686883,0.704694,0.734867,0.828893,0.881286,0.86356,0.84052,0.967228,0.953181
1.161667,0.781778,0.844041,0.816086,0.727129,0.678348,0.676363,0.656593,0.65201,0.740309,0.700427,0.690652,0.693013,0.710732,0.74136,0.835347,0.887694,0.870596,0.847882,0.972664,0.95787
1.171667,0.791361,0.853148,0.82429,0.734669,0.686076,0.683896,0.664836,0.660546,0.747838,0.706821,0.697453,0.699679,0.717292,0.748328,0.842141,0.894385,0.877963,0.855603,0.978294,0.962703
1.181667,0.801284,0.862651,0.832903,0.742711,0.694373,0.69201,0.673652,0.669648,0.755744,0.713778,0.704823,0.7069,0.724395,0.755786,0.849285,0.901369,0.885666,0.863689,0.984124,0.967686
1.191667,0.811533,0.872542,0.841928,0.751267,0.703254,0.700721,0.683053,0.679326,0.764028,0.721318,0.712783,0.714696,0.732061,0.763749,0.856789,0.908652,0.89371,0.872142,0.99016,0.972823
